image_name,label,laplacian_variance,mean,standard_deviation,resolution,too_blurry,too_noisy_laplacian,too_dark,too_bright,lack_of_texture,too_noisy_stddev,low_resolution,low_quality
144578.jpg,46,661.7364041805267,168.5621337890625,68.05594566221377,128x128,0,0,0,0,0,0,0,0
137577.jpg,46,843.2826794050634,110.18621826171875,66.64985961811526,128x128,0,0,0,0,0,0,0,0
135905.jpg,46,1646.939486887306,113.7171630859375,38.08059764949263,128x128,0,1,0,0,0,0,0,1
147555.jpg,46,1648.3944253325462,116.73504638671875,78.7773160850462,128x128,0,1,0,0,0,0,0,1
150323.jpg,46,881.1892440281808,73.36944580078125,64.35151400717103,128x128,0,0,0,0,0,0,0,0
130819.jpg,46,409.43585070595145,99.41558837890625,49.91358087076389,128x128,0,0,0,0,0,0,0,0
141445.jpg,46,571.3696274161339,86.7459716796875,42.62004153348052,128x128,0,0,0,0,0,0,0,0
141292.jpg,46,915.8412197194993,101.7161865234375,64.10676932089218,128x128,0,0,0,0,0,0,0,0
133817.jpg,46,2828.832865025848,91.895263671875,93.74921297601321,128x128,0,1,0,0,0,0,0,1
146845.jpg,46,1190.9416412711143,104.52581787109375,76.5657648694186,128x128,0,1,0,0,0,0,0,1
149214.jpg,46,957.3789204023778,120.9095458984375,45.421176214620125,128x128,0,0,0,0,0,0,0,0
143518.jpg,46,4455.363261446357,82.9134521484375,76.7035209852827,128x128,0,1,0,0,0,0,0,1
149531.jpg,46,617.5724935382605,79.69818115234375,32.31507494896798,128x128,0,0,0,0,0,0,0,0
138057.jpg,46,332.1209101937711,75.41143798828125,73.70490937216559,128x128,0,0,0,0,0,0,0,0
133571.jpg,46,288.8651958554983,172.99310302734375,56.63067596923552,128x128,0,0,0,0,0,0,0,0
140030.jpg,46,553.1097943745553,157.37591552734375,76.18365363109535,128x128,0,0,0,0,0,0,0,0
148037.jpg,46,1471.1935452781618,68.54718017578125,39.81681958277511,128x128,0,1,0,0,0,0,0,1
138963.jpg,46,1668.2896555624902,138.23077392578125,76.49727947659943,128x128,0,1,0,0,0,0,0,1
143867.jpg,46,1225.7505859732628,96.91217041015625,53.34727432637015,128x128,0,1,0,0,0,0,0,1
133781.jpg,46,1022.7422884553671,115.69940185546875,77.37986079134244,128x128,0,1,0,0,0,0,0,1
150375.jpg,46,847.1606391519308,98.230224609375,73.73860213532275,128x128,0,0,0,0,0,0,0,0
140452.jpg,46,347.45608123764396,53.726806640625,41.373204079198636,128x128,0,0,0,0,0,0,0,0
147736.jpg,46,1343.943050801754,79.49481201171875,49.708779321559135,128x128,0,1,0,0,0,0,0,1
141028.jpg,46,1548.0399739593267,142.24139404296875,63.65556553318502,128x128,0,1,0,0,0,0,0,1
143427.jpg,46,982.0375192165375,69.34271240234375,43.35548453116325,128x128,0,0,0,0,0,0,0,0
143936.jpg,46,1337.9915654659271,187.68017578125,55.040474787313116,128x128,0,1,0,0,0,0,0,1
142048.jpg,46,790.227807149291,91.198486328125,71.31443278119872,128x128,0,0,0,0,0,0,0,0
144676.jpg,46,1338.4877302497625,145.8389892578125,66.97876517034354,128x128,0,1,0,0,0,0,0,1
139930.jpg,46,909.4770076237619,107.2059326171875,57.15227269649358,128x128,0,0,0,0,0,0,0,0
140254.jpg,46,862.5335482209921,105.998291015625,51.91883499046249,128x128,0,0,0,0,0,0,0,0
135932.jpg,46,648.8411712646484,54.47796630859375,37.80349199087226,128x128,0,0,0,0,0,0,0,0
133598.jpg,46,843.3240170441568,96.27239990234375,47.18446497847487,128x128,0,0,0,0,0,0,0,0
150378.jpg,46,677.6256475448608,138.2027587890625,37.30610716809676,128x128,0,0,0,0,0,0,0,0
147446.jpg,46,795.9155821166933,65.54901123046875,62.30383700633363,128x128,0,0,0,0,0,0,0,0
132019.jpg,46,1488.7701032161713,116.03985595703125,75.97074607156796,128x128,0,1,0,0,0,0,0,1
135626.jpg,46,465.45320063456893,95.95684814453125,69.48773414080242,128x128,0,0,0,0,0,0,0,0
145278.jpg,46,723.557922359556,128.20703125,63.67112525919784,128x128,0,0,0,0,0,0,0,0
138496.jpg,46,402.62813828885555,70.555908203125,42.67347751082132,128x128,0,0,0,0,0,0,0,0
145710.jpg,46,813.9336335659027,72.37396240234375,38.526877581301626,128x128,0,0,0,0,0,0,0,0
136562.jpg,46,1183.5739036649466,175.72576904296875,85.53045464566364,128x128,0,1,0,0,0,0,0,1
136085.jpg,46,1524.1616833768785,126.15283203125,64.81049943262404,128x128,0,1,0,0,0,0,0,1
134251.jpg,46,187.5376892350614,98.2938232421875,96.76835218853923,128x128,0,0,0,0,0,0,0,0
131512.jpg,46,721.4024456106126,74.22900390625,47.08985316475418,128x128,0,0,0,0,0,0,0,0
133189.jpg,46,461.12566005811095,101.883544921875,49.854642106648065,128x128,0,0,0,0,0,0,0,0
149736.jpg,46,615.5465428829193,123.2630615234375,43.318718414112126,128x128,0,0,0,0,0,0,0,0
133883.jpg,46,270.12535824999213,65.9639892578125,62.050161806232,128x128,0,0,0,0,0,0,0,0
137317.jpg,46,566.5519689880311,120.68109130859375,36.381981837474534,128x128,0,0,0,0,0,0,0,0
132227.jpg,46,1023.13644503057,83.0006103515625,52.04230479989605,128x128,0,1,0,0,0,0,0,1
133142.jpg,46,546.8608319610357,61.78369140625,68.59873780731196,128x128,0,0,0,0,0,0,0,0
136961.jpg,46,2672.8119058012962,122.8565673828125,75.17236173022603,128x128,0,1,0,0,0,0,0,1
142894.jpg,46,492.97621044144034,138.82244873046875,71.44936237127335,128x128,0,0,0,0,0,0,0,0
134131.jpg,46,528.9166211150587,97.01361083984375,62.942388424223466,128x128,0,0,0,0,0,0,0,0
150138.jpg,46,674.8799981921911,79.45733642578125,66.6734615476151,128x128,0,0,0,0,0,0,0,0
147702.jpg,46,496.9873416274786,102.21856689453125,68.4570286028667,128x128,0,0,0,0,0,0,0,0
140780.jpg,46,1033.3659034334123,80.57354736328125,68.17513268606022,128x128,0,1,0,0,0,0,0,1
143397.jpg,46,293.8547168634832,59.48773193359375,40.53884157993398,128x128,0,0,0,0,0,0,0,0
135730.jpg,46,839.863706227392,107.61871337890625,47.46457168601434,128x128,0,0,0,0,0,0,0,0
147799.jpg,46,1331.4220722280443,70.5361328125,59.774877046006324,128x128,0,1,0,0,0,0,0,1
149807.jpg,46,539.480591237545,105.05194091796875,47.79432916451042,128x128,0,0,0,0,0,0,0,0
131782.jpg,46,904.274522408843,62.78619384765625,54.48532720987827,128x128,0,0,0,0,0,0,0,0
134231.jpg,46,966.5638997405767,68.18035888671875,40.16717084558468,128x128,0,0,0,0,0,0,0,0
143041.jpg,46,951.7278442047536,113.832275390625,61.941682567991705,128x128,0,0,0,0,0,0,0,0
149746.jpg,46,713.5357373803854,84.62603759765625,52.042607227761366,128x128,0,0,0,0,0,0,0,0
133478.jpg,46,703.3247951865196,157.10479736328125,52.42433807023693,128x128,0,0,0,0,0,0,0,0
150207.jpg,46,830.0726927779615,54.42205810546875,44.04209583267484,128x128,0,0,0,0,0,0,0,0
131391.jpg,46,145.96880811452866,51.26324462890625,31.128738976284172,128x128,0,0,0,0,0,0,0,0
146473.jpg,46,1908.3002793751657,138.84698486328125,60.29968866476139,128x128,0,1,0,0,0,0,0,1
135495.jpg,46,899.3508814834058,119.22442626953125,69.39960579646697,128x128,0,0,0,0,0,0,0,0
133527.jpg,46,1253.8026341795921,86.0126953125,59.23592231196669,128x128,0,1,0,0,0,0,0,1
136040.jpg,46,3215.86865651235,132.4251708984375,63.75241371977807,128x128,0,1,0,0,0,0,0,1
145616.jpg,46,1294.0176992416382,80.400390625,59.20434327431328,128x128,0,1,0,0,0,0,0,1
141402.jpg,46,146.67235253751278,96.8125,57.17648245987484,128x128,0,0,0,0,0,0,0,0
136211.jpg,46,424.22362303361297,128.062255859375,57.86377397864508,128x128,0,0,0,0,0,0,0,0
149853.jpg,46,309.95885442197323,111.83563232421875,36.864071107763614,128x128,0,0,0,0,0,0,0,0
142440.jpg,46,2269.624356087297,195.00091552734375,57.31376354626863,128x128,0,1,0,0,0,0,0,1
150018.jpg,46,615.6615036986768,83.825927734375,54.28210992247264,128x128,0,0,0,0,0,0,0,0
141116.jpg,46,1384.1889346688986,102.343505859375,55.59796720069516,128x128,0,1,0,0,0,0,0,1
140601.jpg,46,926.6516112685204,90.3729248046875,46.15896699158977,128x128,0,0,0,0,0,0,0,0
134396.jpg,46,734.5755818448961,127.031982421875,84.79454836369385,128x128,0,0,0,0,0,0,0,0
136768.jpg,46,983.4437828063965,117.30419921875,59.88594805427021,128x128,0,0,0,0,0,0,0,0
139469.jpg,46,1676.48782395944,66.51129150390625,57.25092000354177,128x128,0,1,0,0,0,0,0,1
140919.jpg,46,515.6835900396109,85.66265869140625,50.485203463119866,128x128,0,0,0,0,0,0,0,0
130757.jpg,46,156.44197665154934,62.1849365234375,46.61646649922025,128x128,0,0,0,0,0,0,0,0
141632.jpg,46,243.9530065059662,72.62158203125,52.22951375858399,128x128,0,0,0,0,0,0,0,0
135390.jpg,46,3624.423146273941,150.6007080078125,78.9972888459252,128x128,0,1,0,0,0,0,0,1
141871.jpg,46,544.9507147334516,113.5814208984375,52.303343420301395,128x128,0,0,0,0,0,0,0,0
132518.jpg,46,1815.5453929752111,80.977783203125,62.831743550731375,128x128,0,1,0,0,0,0,0,1
147732.jpg,46,745.5842931270599,121.6392822265625,48.32775379618632,128x128,0,0,0,0,0,0,0,0
140207.jpg,46,589.2162469476461,81.35614013671875,49.91212304637008,128x128,0,0,0,0,0,0,0,0
136887.jpg,46,862.4951332472265,70.75238037109375,62.683153711554844,128x128,0,0,0,0,0,0,0,0
148667.jpg,46,1751.687859352678,166.28460693359375,85.8645933205322,128x128,0,1,0,0,0,0,0,1
136171.jpg,46,388.3003772161901,84.664306640625,52.064341536005685,128x128,0,0,0,0,0,0,0,0
136996.jpg,46,1050.9868971966207,145.95916748046875,72.84315579974212,128x128,0,1,0,0,0,0,0,1
131319.jpg,46,3500.686713244766,99.97760009765625,62.03099160606006,128x128,0,1,0,0,0,0,0,1
137462.jpg,46,252.75306179746985,93.793212890625,58.821051515559326,128x128,0,0,0,0,0,0,0,0
141598.jpg,46,1145.7999738305807,92.0615234375,55.054724630357114,128x128,0,1,0,0,0,0,0,1
142347.jpg,46,168.83899593353271,78.67974853515625,33.083990904000444,128x128,0,0,0,0,0,0,0,0
136529.jpg,46,1118.480408962816,101.2327880859375,45.24150023912484,128x128,0,1,0,0,0,0,0,1
132873.jpg,46,1394.9041782282293,149.75299072265625,43.6572295947597,128x128,0,1,0,0,0,0,0,1
144797.jpg,46,1233.2580606788397,112.455322265625,59.33560231549216,128x128,0,1,0,0,0,0,0,1
143688.jpg,46,4626.948848485947,165.39031982421875,60.72463266460513,128x128,0,1,0,0,0,0,0,1
149673.jpg,46,1617.7696316502988,144.02227783203125,56.486969851245725,128x128,0,1,0,0,0,0,0,1
148407.jpg,46,381.3262572847307,144.99859619140625,50.83546082823648,128x128,0,0,0,0,0,0,0,0
139723.jpg,46,370.28145023807883,93.43536376953125,45.012356939354284,128x128,0,0,0,0,0,0,0,0
133377.jpg,46,910.9385150931776,56.15179443359375,69.26967982402248,128x128,0,0,0,0,0,0,0,0
137546.jpg,46,771.7258106134832,133.9366455078125,36.73167013219665,128x128,0,0,0,0,0,0,0,0
140374.jpg,46,692.1958861909807,141.1845703125,65.59526198390584,128x128,0,0,0,0,0,0,0,0
148564.jpg,46,988.8984281979501,84.731201171875,54.010529917013045,128x128,0,0,0,0,0,0,0,0
146360.jpg,46,887.0892452597618,106.6636962890625,56.58531618902953,128x128,0,0,0,0,0,0,0,0
147085.jpg,46,1133.010613437742,162.04937744140625,74.132870154585,128x128,0,1,0,0,0,0,0,1
135041.jpg,46,334.9216752015054,124.5126953125,51.75669477529854,128x128,0,0,0,0,0,0,0,0
145152.jpg,46,418.681322991848,107.8873291015625,57.437334233601014,128x128,0,0,0,0,0,0,0,0
150351.jpg,46,2390.2761217206717,63.46026611328125,70.20365191717102,128x128,0,1,0,0,0,0,0,1
132846.jpg,46,890.4572759531438,176.09527587890625,52.75879427347153,128x128,0,0,0,0,0,0,0,0
137415.jpg,46,589.3838404081762,158.71942138671875,57.993940986702334,128x128,0,0,0,0,0,0,0,0
146407.jpg,46,640.2956535667181,70.0523681640625,53.5301423443963,128x128,0,0,0,0,0,0,0,0
135775.jpg,46,2942.8244424909353,92.63037109375,83.60675334295543,128x128,0,1,0,0,0,0,0,1
144808.jpg,46,1929.4322196096182,62.36761474609375,39.910222474118214,128x128,0,1,0,0,0,0,0,1
136736.jpg,46,1527.1659053228796,153.31866455078125,77.01568097148613,128x128,0,1,0,0,0,0,0,1
150112.jpg,46,141.7342819571495,72.15106201171875,75.59593850241946,128x128,0,0,0,0,0,0,0,0
146426.jpg,46,608.3331431411207,79.58868408203125,52.10700258258392,128x128,0,0,0,0,0,0,0,0
149072.jpg,46,1957.7095412574708,75.31671142578125,53.31833477582839,128x128,0,1,0,0,0,0,0,1
134609.jpg,46,178.19702053070068,131.5328369140625,37.99492598035559,128x128,0,0,0,0,0,0,0,0
143128.jpg,46,614.1334216445684,165.69927978515625,67.38208077116352,128x128,0,0,0,0,0,0,0,0
146721.jpg,46,922.749181509018,125.15264892578125,83.27372196607284,128x128,0,0,0,0,0,0,0,0
143016.jpg,46,378.36839233338833,82.730712890625,46.294702257482705,128x128,0,0,0,0,0,0,0,0
141778.jpg,46,255.36172717437148,77.8824462890625,24.590468421315855,128x128,0,0,0,0,0,0,0,0
133690.jpg,46,749.0331814549863,55.7333984375,34.6278092522018,128x128,0,0,0,0,0,0,0,0
144751.jpg,46,471.84988218173385,80.921875,44.691246291832,128x128,0,0,0,0,0,0,0,0
145941.jpg,46,1291.7720515690744,81.80303955078125,65.44925752508847,128x128,0,1,0,0,0,0,0,1
147456.jpg,46,191.96492706239223,86.25494384765625,59.51101305658694,128x128,0,0,0,0,0,0,0,0
149378.jpg,46,802.310004234314,186.4881591796875,46.64324721931527,128x128,0,0,0,0,0,0,0,0
139068.jpg,46,1129.2909371703863,82.53106689453125,71.87058248438605,128x128,0,1,0,0,0,0,0,1
138767.jpg,46,183.15685653686523,75.34112548828125,43.98559226893394,128x128,0,0,0,0,0,0,0,0
137443.jpg,46,932.0185679458082,81.919921875,59.05997480211712,128x128,0,0,0,0,0,0,0,0
131604.jpg,46,525.6537012122571,68.0159912109375,55.22280963734198,128x128,0,0,0,0,0,0,0,0
148295.jpg,46,762.0902965925634,77.20159912109375,65.69689659005138,128x128,0,0,0,0,0,0,0,0
146123.jpg,46,1982.13207122311,96.16522216796875,46.480657508645386,128x128,0,1,0,0,0,0,0,1
149849.jpg,46,333.22786498069763,115.7293701171875,50.08312793548808,128x128,0,0,0,0,0,0,0,0
143211.jpg,46,356.92779510840774,115.173828125,81.15923451020814,128x128,0,0,0,0,0,0,0,0
148301.jpg,46,3631.037148978561,159.29327392578125,90.02560596936047,128x128,0,1,0,0,0,0,0,1
138061.jpg,46,208.5435714572668,139.6893310546875,48.1399572783311,128x128,0,0,0,0,0,0,0,0
145537.jpg,46,696.8705219626427,110.298583984375,72.94127114385132,128x128,0,0,0,0,0,0,0,0
137088.jpg,46,503.26568216085434,113.91217041015625,50.16238317569742,128x128,0,0,0,0,0,0,0,0
145109.jpg,46,1590.9965040534735,110.05615234375,53.444239763574885,128x128,0,1,0,0,0,0,0,1
147087.jpg,46,3240.979543313384,94.18798828125,64.43814266968448,128x128,0,1,0,0,0,0,0,1
147945.jpg,46,2113.482222761959,102.38055419921875,52.12363481131053,128x128,0,1,0,0,0,0,0,1
140018.jpg,46,2187.788007721305,156.574951171875,74.07608902560695,128x128,0,1,0,0,0,0,0,1
145140.jpg,46,745.5612749122083,155.22613525390625,80.72980000255426,128x128,0,0,0,0,0,0,0,0
145683.jpg,46,1037.1821471303701,139.5087890625,57.73152201085539,128x128,0,1,0,0,0,0,0,1
134654.jpg,46,701.5515674948692,99.2415771484375,58.08296942948921,128x128,0,0,0,0,0,0,0,0
147709.jpg,46,1406.0798184871674,159.06243896484375,74.56338288132923,128x128,0,1,0,0,0,0,0,1
134380.jpg,46,830.6912879794836,149.07843017578125,49.274025395617876,128x128,0,0,0,0,0,0,0,0
145112.jpg,46,670.1403477154672,92.6591796875,49.83375613672197,128x128,0,0,0,0,0,0,0,0
141694.jpg,46,446.3594963401556,52.5689697265625,66.4758881481916,128x128,0,0,0,0,0,0,0,0
144204.jpg,46,1806.6650371812284,109.26324462890625,63.54100316813552,128x128,0,1,0,0,0,0,0,1
134831.jpg,46,878.8254876099527,113.08648681640625,55.88468965733812,128x128,0,0,0,0,0,0,0,0
142134.jpg,46,536.7462109923363,147.98370361328125,64.16339170821628,128x128,0,0,0,0,0,0,0,0
147442.jpg,46,993.3009395003319,112.12335205078125,62.81929753015171,128x128,0,0,0,0,0,0,0,0
148007.jpg,46,1055.4004292152822,93.1962890625,38.254088526108134,128x128,0,1,0,0,0,0,0,1
132335.jpg,46,214.73510752618313,80.353515625,37.489450369504866,128x128,0,0,0,0,0,0,0,0
131437.jpg,46,565.7341283410788,74.08349609375,42.70859009673307,128x128,0,0,0,0,0,0,0,0
143179.jpg,46,1052.0761072598398,83.05621337890625,67.76964426861272,128x128,0,1,0,0,0,0,0,1
150056.jpg,46,1636.998004641384,92.62750244140625,60.16993028669354,128x128,0,1,0,0,0,0,0,1
135699.jpg,46,744.1050796769559,129.23931884765625,76.9347728079865,128x128,0,0,0,0,0,0,0,0
147743.jpg,46,2987.8829540610313,155.6939697265625,95.47675318215484,128x128,0,1,0,0,0,0,0,1
150143.jpg,46,894.5497659295797,52.8592529296875,37.09554959341078,128x128,0,0,0,0,0,0,0,0
137920.jpg,46,3165.14306890592,132.17327880859375,53.79337540662499,128x128,0,1,0,0,0,0,0,1
141513.jpg,46,114.91509817540646,112.9835205078125,33.30570326577566,128x128,0,0,0,0,0,0,0,0
137141.jpg,46,298.51694383844733,79.23992919921875,50.26994138382567,128x128,0,0,0,0,0,0,0,0
131944.jpg,46,2191.4412972927094,110.640380859375,57.76046492921712,128x128,0,1,0,0,0,0,0,1
150324.jpg,46,827.5804707854986,115.0291748046875,48.48090170852226,128x128,0,0,0,0,0,0,0,0
150217.jpg,46,500.32833372056484,89.44921875,47.879417116063806,128x128,0,0,0,0,0,0,0,0
149158.jpg,46,556.1984366774559,138.1212158203125,71.28605398847901,128x128,0,0,0,0,0,0,0,0
133241.jpg,46,727.6882865689695,91.496826171875,59.084104346356895,128x128,0,0,0,0,0,0,0,0
148873.jpg,46,3509.2474937438965,60.56427001953125,44.705504952696,128x128,0,1,0,0,0,0,0,1
144636.jpg,46,752.8898920416832,105.6209716796875,66.54535991637275,128x128,0,0,0,0,0,0,0,0
145917.jpg,46,522.559121593833,89.41534423828125,70.93455845638293,128x128,0,0,0,0,0,0,0,0
146744.jpg,46,647.8468317650259,131.4669189453125,46.533323801370514,128x128,0,0,0,0,0,0,0,0
138545.jpg,46,1642.731226619333,94.88482666015625,37.64178572364853,128x128,0,1,0,0,0,0,0,1
133182.jpg,46,666.5711368173361,98.45294189453125,59.374087019194114,128x128,0,0,0,0,0,0,0,0
133058.jpg,46,1504.1311565302312,73.0975341796875,63.17225863856583,128x128,0,1,0,0,0,0,0,1
146700.jpg,46,687.3960450254381,106.12603759765625,48.85845978488598,128x128,0,0,0,0,0,0,0,0
141079.jpg,46,842.3963938802481,147.31591796875,58.92801778289675,128x128,0,0,0,0,0,0,0,0
150124.jpg,46,2511.8712400458753,144.9061279296875,64.589743288191,128x128,0,1,0,0,0,0,0,1
138530.jpg,46,1030.183578491211,118.275146484375,62.57907480145329,128x128,0,1,0,0,0,0,0,1
132183.jpg,46,143.18677352368832,56.39739990234375,44.10514719794928,128x128,0,0,0,0,0,0,0,0
139669.jpg,46,2348.7331677637994,84.169921875,56.40814300488469,128x128,0,1,0,0,0,0,0,1
142656.jpg,46,145.0769033394754,127.91363525390625,66.07087129595321,128x128,0,0,0,0,0,0,0,0
138680.jpg,46,437.4200409911573,111.1741943359375,59.21839073180372,128x128,0,0,0,0,0,0,0,0
137398.jpg,46,852.762251123786,148.651611328125,49.12307131174652,128x128,0,0,0,0,0,0,0,0
143769.jpg,46,4481.535390075296,169.4583740234375,60.74862536778055,128x128,0,1,0,0,0,0,0,1
142953.jpg,46,1977.4209355711937,78.88922119140625,54.375753146983264,128x128,0,1,0,0,0,0,0,1
133338.jpg,46,2370.778682693839,137.60736083984375,82.33198710466785,128x128,0,1,0,0,0,0,0,1
141659.jpg,46,982.7139557860792,160.52813720703125,79.64094957321001,128x128,0,0,0,0,0,0,0,0
133836.jpg,46,2493.965787515044,102.34539794921875,68.31628570224824,128x128,0,1,0,0,0,0,0,1
136999.jpg,46,532.1181531213224,82.47845458984375,54.21659104720322,128x128,0,0,0,0,0,0,0,0
144193.jpg,46,172.9192013144493,114.27374267578125,58.34171381026229,128x128,0,0,0,0,0,0,0,0
139459.jpg,46,2267.324805673212,90.015869140625,53.87522990748567,128x128,0,1,0,0,0,0,0,1
139290.jpg,46,4530.300766911358,80.0234375,71.85881059179847,128x128,0,1,0,0,0,0,0,1
141019.jpg,46,570.4641317091882,94.3770751953125,30.089888557431426,128x128,0,0,0,0,0,0,0,0
131170.jpg,46,509.64636286720634,127.38189697265625,51.82241161524852,128x128,0,0,0,0,0,0,0,0
148620.jpg,46,726.3272075019777,184.5947265625,51.07221389132421,128x128,0,0,0,0,0,0,0,0
131095.jpg,46,234.72390900552273,110.43896484375,73.55180721792091,128x128,0,0,0,0,0,0,0,0
148129.jpg,46,999.2978461831808,129.59967041015625,78.7168485056465,128x128,0,0,0,0,0,0,0,0
134510.jpg,46,423.03868697583675,99.4168701171875,59.738908845471755,128x128,0,0,0,0,0,0,0,0
137391.jpg,46,681.688764333725,66.193603515625,40.61857663285036,128x128,0,0,0,0,0,0,0,0
140769.jpg,46,2476.5840214155614,101.158203125,51.82476032089406,128x128,0,1,0,0,0,0,0,1
133278.jpg,46,1018.6340685747564,100.3167724609375,53.26546798830063,128x128,0,1,0,0,0,0,0,1
145689.jpg,46,1423.1190447211266,113.87823486328125,48.632524521331256,128x128,0,1,0,0,0,0,0,1
142585.jpg,46,1762.522748708725,110.19091796875,50.125382835752696,128x128,0,1,0,0,0,0,0,1
149278.jpg,46,468.7110485397279,84.8187255859375,62.34084502111101,128x128,0,0,0,0,0,0,0,0
141143.jpg,46,2913.6866657584906,140.5679931640625,61.16334962922764,128x128,0,1,0,0,0,0,0,1
131463.jpg,46,1261.4018211364746,62.45465087890625,45.70440590192417,128x128,0,1,0,0,0,0,0,1
150120.jpg,46,2154.4787968061864,136.53387451171875,66.80007539831509,128x128,0,1,0,0,0,0,0,1
149210.jpg,46,842.5958279334009,137.5650634765625,83.25226638681312,128x128,0,0,0,0,0,0,0,0
133063.jpg,46,868.7171315997839,151.59259033203125,74.38707127800824,128x128,0,0,0,0,0,0,0,0
136368.jpg,46,1443.6606387495995,99.0235595703125,60.10037934398082,128x128,0,1,0,0,0,0,0,1
140435.jpg,46,770.1526564918458,147.07354736328125,47.32171154201656,128x128,0,0,0,0,0,0,0,0
148565.jpg,46,1850.2432659231126,159.35113525390625,76.7085353588801,128x128,0,1,0,0,0,0,0,1
136128.jpg,46,2528.184437736869,139.97607421875,94.95674662347486,128x128,0,1,0,0,0,0,0,1
136435.jpg,46,7317.413290977478,124.07489013671875,51.634658972342194,128x128,0,1,0,0,0,0,0,1
142370.jpg,46,1950.9119449220598,85.19720458984375,55.770884799389506,128x128,0,1,0,0,0,0,0,1
140350.jpg,46,1295.1113733612,95.326171875,59.81176983777281,128x128,0,1,0,0,0,0,0,1
145980.jpg,46,1559.1518461555243,53.604736328125,54.84846193281377,128x128,0,1,0,0,0,0,0,1
135477.jpg,46,717.8807537406683,158.73095703125,56.12008437951407,128x128,0,0,0,0,0,0,0,0
135209.jpg,46,837.8544149398804,95.436279296875,58.84487408664884,128x128,0,0,0,0,0,0,0,0
141030.jpg,46,1482.4103232882917,115.403564453125,62.43965916866748,128x128,0,1,0,0,0,0,0,1
148214.jpg,46,887.5427207946777,103.49176025390625,44.679084986507775,128x128,0,0,0,0,0,0,0,0
138452.jpg,46,256.4303870052099,58.60284423828125,58.64634551281064,128x128,0,0,0,0,0,0,0,0
